"Veuillez s.v.p citer les données de telle manière: GLAMOS 1881-2023, The Swiss Glaciers 1880-2022/23, Glaciological Reports No 1-142, Yearbooks of the Cryospheric Commission of the Swiss Academy of Sciences (SCNAT), published since 1964 by VAW / ETH Zurich, doi:10.18752/glrep_series."
Variation cumulativ de la longueur (m)
Glacier name,Glacier ID,Start date of observation,End date of observation,Value
Gornergletscher,B56-07,1930-09-01,1931-09-01,-330
Gornergletscher,B56-07,1931-09-01,1932-09-01,-340
Gornergletscher,B56-07,1932-09-01,1933-09-01,-351
Gornergletscher,B56-07,1933-09-01,1934-09-01,-365
Gornergletscher,B56-07,1934-09-01,1935-09-01,-382
Gornergletscher,B56-07,1935-09-01,1936-09-01,-398
Gornergletscher,B56-07,1936-09-01,1937-09-01,-408
Gornergletscher,B56-07,1937-09-01,1938-09-01,-418
Gornergletscher,B56-07,1938-09-01,1939-09-01,-435
Gornergletscher,B56-07,1939-09-01,1940-09-01,-443
Gornergletscher,B56-07,1940-09-01,1941-09-01,-451
Gornergletscher,B56-07,1941-09-01,1942-09-01,-491
Gornergletscher,B56-07,1942-09-01,1943-09-01,-496
Gornergletscher,B56-07,1943-09-01,1944-09-01,-516
Gornergletscher,B56-07,1944-09-01,1945-09-01,-539
Gornergletscher,B56-07,1945-09-01,1946-09-01,-573
Gornergletscher,B56-07,1946-09-01,1947-09-01,-592
Gornergletscher,B56-07,1947-09-01,1948-09-01,-608
Gornergletscher,B56-07,1948-09-01,1949-09-01,-631
Gornergletscher,B56-07,1949-09-01,1950-09-01,-726
Gornergletscher,B56-07,1950-09-01,1951-09-01,-912
Gornergletscher,B56-07,1951-09-01,1952-09-01,-936
Gornergletscher,B56-07,1952-09-01,1953-09-01,-963
Gornergletscher,B56-07,1953-09-01,1954-09-01,-993
Gornergletscher,B56-07,1954-09-01,1955-09-01,-1013
Gornergletscher,B56-07,1955-09-01,1956-10-25,-1037.6
Gornergletscher,B56-07,1956-10-25,1957-10-15,-1073.5
Gornergletscher,B56-07,1957-10-15,1958-10-30,-1096.8
Gornergletscher,B56-07,1958-10-30,1959-10-26,-1152.7
Gornergletscher,B56-07,1959-10-26,1961-10-14,-1179.3
Gornergletscher,B56-07,1961-10-14,1962-10-30,-1190.1
Gornergletscher,B56-07,1962-10-30,1963-10-24,-1218.6
Gornergletscher,B56-07,1963-10-24,1964-08-28,-1259.4
Gornergletscher,B56-07,1964-08-28,1965-10-27,-1282.2
Gornergletscher,B56-07,1965-10-27,1967-10-11,-1336.3
Gornergletscher,B56-07,1967-10-11,1968-10-11,-1376.3
Gornergletscher,B56-07,1968-10-11,1969-10-15,-1409.5
Gornergletscher,B56-07,1969-10-15,1970-10-23,-1427.8
Gornergletscher,B56-07,1970-10-23,1971-10-22,-1446.9
Gornergletscher,B56-07,1971-10-22,1972-10-05,-1463.7
Gornergletscher,B56-07,1972-10-05,1973-10-18,-1490.5
Gornergletscher,B56-07,1973-10-18,1975-10-30,-1553.1
Gornergletscher,B56-07,1975-10-30,1976-10-06,-1600.9
Gornergletscher,B56-07,1976-10-06,1977-09-09,-1603.9
Gornergletscher,B56-07,1977-09-09,1978-11-09,-1616.8
Gornergletscher,B56-07,1978-11-09,1983-07-10,-1710.1
Gornergletscher,B56-07,1983-10-24,1984-10-14,-1729.1
Gornergletscher,B56-07,1983-07-10,1985-10-23,-1771.8
Gornergletscher,B56-07,1985-10-13,1986-09-01,-1785.7
Gornergletscher,B56-07,1985-10-23,1987-11-03,-1819.5
Gornergletscher,B56-07,1987-09-01,1988-09-01,-1831.6
Gornergletscher,B56-07,1987-11-03,1989-11-02,-1856.4
Gornergletscher,B56-07,1990-10-20,1991-10-20,-1860.4
Gornergletscher,B56-07,1991-10-20,1992-09-24,-1911.9
Gornergletscher,B56-07,1992-09-24,1993-10-10,-1923.9
Gornergletscher,B56-07,1993-10-10,1994-10-06,-1957.9
Gornergletscher,B56-07,1994-10-06,1995-11-09,-1967.9
Gornergletscher,B56-07,1995-11-09,1996-11-05,-1977.9
Gornergletscher,B56-07,1996-11-05,1997-09-23,-2008.4
Gornergletscher,B56-07,1997-09-23,1998-10-20,-2051.8
Gornergletscher,B56-07,1998-10-20,1999-10-20,-2063.4
Gornergletscher,B56-07,1999-10-20,2001-09-26,-2092.7
Gornergletscher,B56-07,2001-09-26,2002-10-16,-2098.9
Gornergletscher,B56-07,2002-10-16,2003-10-02,-2114.9
Gornergletscher,B56-07,2003-10-02,2004-10-02,-2119.9
Gornergletscher,B56-07,2004-10-02,2005-11-07,-2136.9
Gornergletscher,B56-07,2005-11-07,2006-10-28,-2140.9
Gornergletscher,B56-07,2006-10-28,2007-10-20,-2158.3
Gornergletscher,B56-07,2007-10-20,2008-10-18,-2448.3
Gornergletscher,B56-07,2008-10-18,2009-10-15,-2454.3
Gornergletscher,B56-07,2009-10-15,2010-10-15,-2465.3
Gornergletscher,B56-07,2010-10-15,2011-09-17,-2485.3
Gornergletscher,B56-07,2011-09-17,2012-09-28,-2515.3
Gornergletscher,B56-07,2012-09-28,2013-10-21,-2545.3
Gornergletscher,B56-07,2014-10-03,2015-09-21,-2617.3
Gornergletscher,B56-07,2015-09-21,2016-11-04,-2678.3
Gornergletscher,B56-07,2016-11-04,2017-10-13,-2709.3
Gornergletscher,B56-07,2017-10-13,2018-10-13,-2779.3
Gornergletscher,B56-07,2018-10-13,2019-10-13,-2849.3
Gornergletscher,B56-07,2018-09-11,2020-08-21,-2929.1
Gornergletscher,B56-07,2020-08-21,2021-08-14,-2968
Gornergletscher,B56-07,2021-08-14,2022-07-15,-3001.1
Gornergletscher,B56-07,2022-07-15,2023-08-23,-3030.9
Gornergletscher,B56-07,2023-08-23,2024-08-20,-3094.1
