Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24
101;Allalingletscher;B52-29;394;1983-09-01;00:00:00;1984-09-01;00:00:00;638400.00;99360.00;2850.00;365.00;None;None;None;-0.03;None;None;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
102;Allalingletscher;B52-29;394;1983-09-01;00:00:00;1984-09-01;00:00:00;638350.00;99480.00;2850.00;365.00;None;None;None;0.15;70.47;-6.00;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
103;Allalingletscher;B52-29;394;1983-09-01;00:00:00;1984-09-01;00:00:00;638325.00;99575.00;2855.00;365.00;None;None;None;0.00;72.15;-7.89;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
105;Allalingletscher;B52-29;394;1983-09-01;00:00:00;1984-09-01;00:00:00;638260.00;99755.00;2885.00;365.00;None;None;None;0.01;72.48;-7.54;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
102;Allalingletscher;B52-29;394;1984-09-01;00:00:00;1985-09-01;00:00:00;638350.00;99480.00;2850.00;365.00;None;None;None;-1.14;73.38;-4.96;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
100;Allalingletscher;B52-29;394;1984-09-01;00:00:00;1985-09-01;00:00:00;636360.00;98710.00;3230.00;365.00;None;None;None;-0.35;48.81;0.37;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
101;Allalingletscher;B52-29;394;1984-09-01;00:00:00;1985-09-01;00:00:00;638400.00;99360.00;2850.00;365.00;None;None;None;-1.50;None;None;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
103;Allalingletscher;B52-29;394;1984-09-01;00:00:00;1985-09-01;00:00:00;638325.00;99575.00;2855.00;365.00;None;None;None;-1.14;None;None;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
104;Allalingletscher;B52-29;394;1984-09-01;00:00:00;1985-09-01;00:00:00;638290.00;99665.00;2865.00;365.00;None;None;None;-0.66;75.36;-8.56;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
105;Allalingletscher;B52-29;394;1984-09-01;00:00:00;1985-09-01;00:00:00;638260.00;99755.00;2885.00;365.00;None;None;None;-0.95;75.32;-5.94;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
105;Allalingletscher;B52-29;394;1985-09-01;00:00:00;1986-09-01;00:00:00;638260.00;99755.00;2885.00;365.00;None;None;None;-1.08;70.60;-4.68;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
100;Allalingletscher;B52-29;394;1985-09-01;00:00:00;1986-09-01;00:00:00;636360.00;98710.00;3230.00;365.00;None;None;None;-1.14;None;None;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
101;Allalingletscher;B52-29;394;1985-09-01;00:00:00;1986-09-01;00:00:00;638400.00;99360.00;2850.00;365.00;None;None;None;-1.45;59.17;-1.85;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
102;Allalingletscher;B52-29;394;1985-09-01;00:00:00;1986-09-01;00:00:00;638350.00;99480.00;2850.00;365.00;None;None;None;-0.77;69.23;-4.40;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
103;Allalingletscher;B52-29;394;1985-09-01;00:00:00;1986-09-01;00:00:00;638325.00;99575.00;2855.00;365.00;None;None;None;-1.02;70.25;-5.99;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
104;Allalingletscher;B52-29;394;1985-09-01;00:00:00;1986-09-01;00:00:00;638290.00;99665.00;2865.00;365.00;None;None;None;-0.91;71.12;-7.41;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
104;Allalingletscher;B52-29;394;1986-09-01;00:00:00;1987-09-01;00:00:00;638290.00;99665.00;2865.00;365.00;None;None;None;-2.25;66.58;-7.37;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
100;Allalingletscher;B52-29;394;1986-09-01;00:00:00;1987-09-01;00:00:00;636360.00;98710.00;3230.00;365.00;None;None;None;-1.30;45.48;0.67;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
101;Allalingletscher;B52-29;394;1986-09-01;00:00:00;1987-09-01;00:00:00;638400.00;99360.00;2850.00;365.00;None;None;None;-1.27;55.13;-2.11;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
102;Allalingletscher;B52-29;394;1986-09-01;00:00:00;1987-09-01;00:00:00;638350.00;99480.00;2850.00;365.00;None;None;None;-3.00;66.12;-4.31;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
103;Allalingletscher;B52-29;394;1986-09-01;00:00:00;1987-09-01;00:00:00;638325.00;99575.00;2855.00;365.00;None;None;None;-1.82;67.69;-5.98;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
105;Allalingletscher;B52-29;394;1986-09-01;00:00:00;1987-09-01;00:00:00;638260.00;99755.00;2885.00;365.00;None;None;None;-2.11;66.80;-4.60;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
103;Allalingletscher;B52-29;394;1987-09-01;00:00:00;1988-09-01;00:00:00;638325.00;99575.00;2855.00;365.00;None;None;None;-0.83;None;None;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
100;Allalingletscher;B52-29;394;1987-09-01;00:00:00;1988-09-01;00:00:00;636360.00;98710.00;3230.00;365.00;None;None;None;-0.61;43.08;0.24;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
101;Allalingletscher;B52-29;394;1987-09-01;00:00:00;1988-09-01;00:00:00;638400.00;99360.00;2850.00;365.00;None;None;None;-1.00;51.94;-1.73;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
105;Allalingletscher;B52-29;394;1987-09-01;00:00:00;1988-09-01;00:00:00;638260.00;99755.00;2885.00;365.00;None;None;None;-0.64;64.16;-4.30;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
102;Allalingletscher;B52-29;394;1987-09-01;00:00:00;1988-09-01;00:00:00;638350.00;99480.00;2850.00;365.00;None;None;None;-0.16;63.07;-4.11;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
104;Allalingletscher;B52-29;394;1987-09-01;00:00:00;1988-09-01;00:00:00;638290.00;99665.00;2865.00;365.00;None;None;None;-0.81;65.02;-6.92;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
100;Allalingletscher;B52-29;394;1988-09-01;00:00:00;1989-09-01;00:00:00;636360.00;98710.00;3230.00;365.00;None;None;None;-0.56;None;None;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
101;Allalingletscher;B52-29;394;1988-09-01;00:00:00;1989-09-01;00:00:00;638400.00;99360.00;2850.00;365.00;None;None;None;-1.12;50.38;-5.10;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
102;Allalingletscher;B52-29;394;1988-09-01;00:00:00;1989-09-01;00:00:00;638350.00;99480.00;2850.00;365.00;None;None;None;-0.55;60.71;-7.74;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
103;Allalingletscher;B52-29;394;1988-09-01;00:00:00;1989-09-01;00:00:00;638325.00;99575.00;2855.00;365.00;None;None;None;-1.10;61.78;-9.30;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
104;Allalingletscher;B52-29;394;1988-09-01;00:00:00;1989-09-01;00:00:00;638290.00;99665.00;2865.00;365.00;None;None;None;-1.32;62.71;-10.55;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
105;Allalingletscher;B52-29;394;1988-09-01;00:00:00;1989-09-01;00:00:00;638260.00;99755.00;2885.00;365.00;None;None;None;-0.42;61.75;-7.78;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
106;Allalingletscher;B52-29;394;1988-09-01;00:00:00;1989-09-01;00:00:00;637095.00;97810.00;3375.00;365.00;None;None;None;-1.49;4.89;-3.73;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;;
89100;Allalingletscher;B52-29;394;1989-10-02;12:00:00;1990-09-27;12:00:00;636353.68;98711.05;3236.58;360.00;27.63;22.19;0.68;-1.81;35.96;0.69;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
89101;Allalingletscher;B52-29;394;1989-10-02;12:00:00;1990-09-27;12:00:00;638399.79;99358.74;2857.90;360.00;46.08;3.71;-1.00;-2.05;46.90;-1.01;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
89102;Allalingletscher;B52-29;394;1989-10-02;12:00:00;1990-09-27;12:00:00;638354.06;99482.34;2860.56;360.00;55.72;-1.57;-3.26;-1.78;56.55;-3.31;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
89103;Allalingletscher;B52-29;394;1989-10-02;12:00:00;1990-09-27;12:00:00;638322.56;99573.41;2862.50;360.00;56.18;-7.24;-4.70;-2.58;57.47;-4.77;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
89104;Allalingletscher;B52-29;394;1989-10-02;12:00:00;1990-09-27;12:00:00;638291.87;99665.13;2874.82;360.00;56.76;-9.69;-6.09;-3.39;58.42;-6.17;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
89105;Allalingletscher;B52-29;394;1989-10-02;12:00:00;1990-09-27;12:00:00;638259.37;99756.86;2894.46;360.00;54.40;-15.19;-3.44;-2.58;57.30;-3.49;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
90106;Allalingletscher;B52-29;394;1990-09-27;12:00:00;1997-09-23;12:00:00;637095.24;97809.66;3372.70;2553.00;0.67;33.64;-4.14;1.66;4.81;-0.59;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
90105;Allalingletscher;B52-29;394;1990-09-27;12:00:00;1991-10-02;12:00:00;638259.87;99757.23;2891.88;370.00;49.06;-13.72;-3.45;-2.39;50.29;-3.40;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
90100;Allalingletscher;B52-29;394;1990-09-27;12:00:00;1991-10-03;12:00:00;636353.38;98706.14;3234.77;371.00;29.05;27.21;0.34;0.15;39.18;0.33;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
90101;Allalingletscher;B52-29;394;1990-09-27;12:00:00;1991-10-02;12:00:00;638399.70;99359.91;2855.85;370.00;41.55;3.50;-1.04;-2.50;41.16;-1.02;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
90102;Allalingletscher;B52-29;394;1990-09-27;12:00:00;1991-10-02;12:00:00;638353.90;99482.27;2858.78;370.00;50.33;-1.30;-3.23;-2.52;49.70;-3.18;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
90103;Allalingletscher;B52-29;394;1990-09-27;12:00:00;1991-10-02;12:00:00;638323.06;99573.93;2859.92;370.00;50.82;-6.35;-4.47;-1.84;50.56;-4.41;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
90104;Allalingletscher;B52-29;394;1990-09-27;12:00:00;1991-10-02;12:00:00;638291.59;99665.74;2871.43;370.00;51.30;-9.52;-5.40;-1.59;51.51;-5.33;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
91103;Allalingletscher;B52-29;394;1991-10-02;12:00:00;1992-09-30;12:00:00;638322.91;99573.87;2858.08;364.00;46.54;-6.08;-3.12;-0.88;47.10;-3.13;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
91101;Allalingletscher;B52-29;394;1991-10-02;12:00:00;1992-09-30;12:00:00;638401.32;99358.98;2853.35;364.00;37.93;3.02;0.93;0.45;38.18;0.93;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
91102;Allalingletscher;B52-29;394;1991-10-02;12:00:00;1992-09-30;12:00:00;638353.78;99482.53;2856.26;364.00;46.05;-1.61;-1.22;-0.41;46.23;-1.23;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
91104;Allalingletscher;B52-29;394;1991-10-02;12:00:00;1992-09-30;12:00:00;638290.85;99665.73;2869.84;364.00;46.94;-9.38;-4.81;-0.25;48.03;-4.83;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
91105;Allalingletscher;B52-29;394;1991-10-02;12:00:00;1992-09-30;12:00:00;638259.95;99756.93;2889.49;364.00;44.74;-14.10;-2.39;-1.35;47.07;-2.40;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
91100;Allalingletscher;B52-29;394;1991-10-03;12:00:00;1992-09-30;12:00:00;636362.82;98704.38;3233.60;363.00;26.70;25.53;0.54;0.15;37.17;0.55;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
91106;Allalingletscher;B52-29;394;1991-10-03;12:00:00;1992-09-30;12:00:00;637361.90;97938.15;3326.50;363.00;0.12;2.20;-1.21;0.24;2.21;-1.22;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
92101;Allalingletscher;B52-29;394;1992-09-30;12:00:00;1994-10-25;12:00:00;638398.91;99359.47;2853.80;755.00;75.75;7.60;-6.00;-1.46;36.83;-2.90;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
92102;Allalingletscher;B52-29;394;1992-09-30;12:00:00;1994-10-25;12:00:00;638354.20;99482.32;2855.85;755.00;95.43;-2.03;-9.41;-1.13;46.17;-4.55;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
103;Allalingletscher;B52-29;394;1992-09-30;00:00:00;1994-10-25;00:00:00;638369.45;99567.79;2852.36;755.00;None;None;None;-1.77;None;None;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
104;Allalingletscher;B52-29;394;1992-09-30;00:00:00;1994-10-25;00:00:00;638337.79;99656.35;2861.76;755.00;None;None;None;-0.67;None;None;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
105;Allalingletscher;B52-29;394;1992-09-30;00:00:00;1994-10-25;00:00:00;638304.69;99742.83;2883.83;755.00;None;None;None;0.21;None;None;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
91100;Allalingletscher;B52-29;394;1992-09-30;12:00:00;1995-10-09;12:00:00;636389.53;98729.91;3233.66;1104.00;85.00;86.62;3.42;0.45;40.15;1.13;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
92100;Allalingletscher;B52-29;394;1992-09-30;12:00:00;1995-10-09;12:00:00;636339.80;98708.36;3234.26;1104.00;84.91;81.26;1.93;0.45;38.88;0.64;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
94101;Allalingletscher;B52-29;394;1994-10-25;12:00:00;1995-10-11;12:00:00;638399.27;99359.32;2852.35;351.00;34.44;2.46;0.15;0.26;35.93;0.16;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
94102;Allalingletscher;B52-29;394;1994-10-25;12:00:00;1995-10-11;12:00:00;638353.81;99482.43;2854.72;351.00;41.96;-1.91;-1.82;0.58;43.71;-1.90;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
94103;Allalingletscher;B52-29;394;1994-10-25;12:00:00;1995-10-11;12:00:00;638322.38;99574.17;2855.44;351.00;42.62;-5.91;-3.07;1.34;44.78;-3.19;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
94105;Allalingletscher;B52-29;394;1994-10-25;12:00:00;1995-10-11;12:00:00;638259.66;99756.98;2888.35;351.00;41.67;-12.33;-2.34;0.79;45.22;-2.43;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
94104;Allalingletscher;B52-29;394;1994-10-25;12:00:00;1995-10-11;12:00:00;638291.66;99666.07;2868.92;351.00;43.29;-8.75;-4.12;1.04;45.96;-4.29;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
95104;Allalingletscher;B52-29;394;1995-10-11;12:00:00;1996-10-11;12:00:00;638290.72;99665.69;2869.96;366.00;46.78;-9.38;-4.55;-0.68;47.62;-4.54;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
94101;Allalingletscher;B52-29;394;1995-10-11;12:00:00;1996-10-11;12:00:00;638433.71;99361.78;2850.97;366.00;38.33;3.18;0.45;0.26;38.38;0.45;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
94102;Allalingletscher;B52-29;394;1995-10-11;12:00:00;1996-10-11;12:00:00;638395.77;99480.52;2851.97;366.00;45.57;-0.44;-1.93;0.58;45.48;-1.93;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
103;Allalingletscher;B52-29;394;1995-10-11;00:00:00;1996-10-11;00:00:00;638322.55;99574.02;2856.77;366.00;None;None;None;-0.11;None;None;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
95105;Allalingletscher;B52-29;394;1995-10-11;12:00:00;1996-10-11;12:00:00;638258.71;99757.89;2889.14;366.00;45.07;-13.19;-2.18;-0.37;46.87;-2.17;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
96101;Allalingletscher;B52-29;394;1996-10-11;12:00:00;1997-09-24;12:00:00;638393.94;99360.50;2853.32;348.00;34.57;2.32;-0.55;-1.18;36.36;-0.58;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
96102;Allalingletscher;B52-29;394;1996-10-11;12:00:00;1997-09-24;12:00:00;638354.61;99482.35;2855.48;348.00;43.17;-1.93;-1.32;-0.70;45.35;-1.38;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
96103;Allalingletscher;B52-29;394;1996-10-11;12:00:00;1997-09-24;12:00:00;638323.66;99573.76;2856.66;348.00;44.17;-6.34;-3.56;-0.69;46.84;-3.74;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
96104;Allalingletscher;B52-29;394;1996-10-11;12:00:00;1997-09-24;12:00:00;638290.71;99665.91;2869.28;348.00;45.13;-9.18;-4.42;-0.85;48.34;-4.64;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
96105;Allalingletscher;B52-29;394;1996-10-11;12:00:00;1997-09-24;12:00:00;638259.23;99758.19;2888.76;348.00;43.85;-12.90;-2.08;-0.20;47.97;-2.18;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
97106;Allalingletscher;B52-29;394;1997-09-23;12:00:00;1998-09-24;12:00:00;637095.25;97809.98;3374.36;366.00;-0.05;4.76;-1.21;-1.02;4.75;-1.20;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
97105;Allalingletscher;B52-29;394;1997-09-24;12:00:00;1998-09-23;12:00:00;638260.11;99755.97;2888.57;364.00;39.06;-11.96;-2.88;-2.12;40.99;-2.88;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
97101;Allalingletscher;B52-29;394;1997-09-24;12:00:00;1998-09-23;12:00:00;638399.19;99359.64;2852.14;364.00;33.50;1.74;-0.33;-2.20;33.66;-0.33;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
97102;Allalingletscher;B52-29;394;1997-09-24;12:00:00;1998-09-23;12:00:00;638354.10;99482.22;2854.78;364.00;40.37;-2.18;-2.07;-1.98;40.57;-2.08;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
97103;Allalingletscher;B52-29;394;1997-09-24;12:00:00;1998-09-23;12:00:00;638322.48;99575.31;2855.97;364.00;41.16;-6.27;-2.93;-2.45;41.78;-2.94;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
97104;Allalingletscher;B52-29;394;1997-09-24;12:00:00;1998-09-23;12:00:00;638290.67;99665.28;2868.44;364.00;41.45;-8.47;-4.25;-1.78;42.46;-4.27;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
98104;Allalingletscher;B52-29;394;1998-09-23;12:00:00;1999-09-14;12:00:00;638288.78;99666.45;2866.66;356.00;38.83;-8.36;-4.21;-3.89;40.75;-4.32;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
98105;Allalingletscher;B52-29;394;1998-09-23;12:00:00;1999-09-14;12:00:00;638258.49;99757.65;2886.44;356.00;37.48;-11.57;-2.61;-3.76;40.25;-2.68;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
98101;Allalingletscher;B52-29;394;1998-09-23;12:00:00;1999-09-14;12:00:00;638398.80;99358.88;2849.93;356.00;30.00;1.12;-0.73;-1.34;30.80;-0.74;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
98102;Allalingletscher;B52-29;394;1998-09-23;12:00:00;1999-09-14;12:00:00;638353.46;99483.14;2852.80;356.00;36.62;-2.13;-2.58;-2.45;37.63;-2.64;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
98103;Allalingletscher;B52-29;394;1998-09-23;12:00:00;1999-09-14;12:00:00;638323.10;99574.29;2853.52;356.00;37.79;-5.45;-3.58;-3.84;39.18;-3.67;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
97106;Allalingletscher;B52-29;394;1998-09-24;12:00:00;1999-09-15;12:00:00;637095.19;97814.74;3371.90;356.00;-0.40;4.16;-2.91;-0.99;4.29;-2.99;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
99104;Allalingletscher;B52-29;394;1999-09-14;12:00:00;2000-09-12;12:00:00;638289.62;99665.57;2862.76;364.00;37.64;-8.05;-2.59;-0.54;38.62;-2.60;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
99103;Allalingletscher;B52-29;394;1999-09-14;12:00:00;2000-09-12;12:00:00;638324.95;99574.98;2849.68;364.00;37.15;-5.73;-2.05;-1.03;37.72;-2.06;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
99105;Allalingletscher;B52-29;394;1999-09-14;12:00:00;2000-09-12;12:00:00;638259.90;99755.15;2882.69;364.00;37.09;-8.04;-1.04;-1.73;38.08;-1.04;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
99101;Allalingletscher;B52-29;394;1999-09-14;12:00:00;2000-09-12;12:00:00;638399.98;99359.97;2848.59;364.00;29.86;1.20;-1.26;-2.65;29.99;-1.27;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
99102;Allalingletscher;B52-29;394;1999-09-14;12:00:00;2000-09-12;12:00:00;638350.07;99479.28;2850.36;364.00;35.98;-2.09;-1.02;-0.70;36.16;-1.03;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
97106;Allalingletscher;B52-29;394;1999-09-15;12:00:00;2000-09-13;12:00:00;637094.80;97818.90;3369.20;364.00;0.09;3.51;-2.00;-1.02;3.53;-2.01;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
99100;Allalingletscher;B52-29;394;1999-09-15;12:00:00;2000-09-13;12:00:00;636359.94;98709.98;3228.16;364.00;26.78;25.65;2.09;None;37.21;2.09;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
101;Allalingletscher;B52-29;394;2000-09-12;12:00:00;2001-09-13;12:00:00;638400.79;99360.26;2845.95;366.00;30.64;1.07;-0.17;2.16;30.59;-0.17;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
102;Allalingletscher;B52-29;394;2000-09-12;12:00:00;2001-09-13;12:00:00;638349.76;99479.90;2849.65;366.00;36.68;-2.23;-1.96;1.45;36.67;-1.96;stake;theodolite / tachymeter  (3D -> sub-meter accuracy; orthometric hights);VAW/ETH Zürich;Bauder; Andreas
