stake_name,glacier_name,SGI_ID,WGMS_ID,date_from,time_from,date_to,time_to,latitude_from,longitude_from,altitude_from,d_t,d_x,d_y,d_z,ablation_m,velocity_xy,velocity_z
2101,Rhonegletscher,B43-03,473,2021-09-08,08:38:00,2022-09-13,07:20:00,673814.94,166615.02,3233.61,369.9,-5.6,-19.87,-4.88,-3.88,20.38,-4.82
2102,Rhonegletscher,B43-03,473,2021-09-08,10:06:00,2022-09-13,07:44:00,673524.9,165927.68,3113.83,369.9,-35.77,-45.9,-16.69,0.77,57.46,-16.48
2103,Rhonegletscher,B43-03,473,2021-09-08,11:00:00,2022-09-09,12:27:00,673099.05,164927.77,2921.47,366.1,8.94,-44.68,-5.71,-5.31,45.46,-5.7
2104,Rhonegletscher,B43-03,473,2021-09-08,12:18:00,2022-09-09,11:05:00,673357.51,162759.59,2736.91,366.0,-34.2,-42.85,-3.67,-3.95,54.71,-3.66
2123,Rhonegletscher,B43-03,473,2021-09-08,14:47:00,2022-09-09,07:54:00,672707.22,159938.45,2289.0,365.7,2.68,-10.78,-1.16,-8.85,11.09,-1.16
2012,Rhonegletscher,B43-03,473,2021-09-08,11:42:00,2022-09-09,11:51:00,673508.3,163949.78,2832.26,366.0,12.21,-36.76,-3.25,-4.88,38.66,-3.24
2109,Rhonegletscher,B43-03,473,2021-09-08,15:44:00,2022-09-09,14:55:00,672626.72,159568.34,2221.65,366.0,-2.68,-5.23,-4.82,-8.68,5.86,-4.81
2108,Rhonegletscher,B43-03,473,2021-09-08,15:23:00,2022-09-09,14:34:00,672679.65,159724.63,2261.95,366.0,0.65,-8.83,-3.39,-9.7,8.84,-3.38
2105,Rhonegletscher,B43-03,473,2021-09-08,13:23:00,2022-09-09,09:44:00,672522.19,161919.25,2590.61,365.8,-32.69,-42.78,-3.92,-5.42,53.76,-3.91
2106,Rhonegletscher,B43-03,473,2021-09-08,13:54:00,2022-09-09,08:55:00,672414.98,160847.17,2448.28,365.8,3.7,-26.78,-0.81,-5.3,26.99,-0.81
2107,Rhonegletscher,B43-03,473,2021-09-08,14:27:00,2022-09-09,08:16:00,672657.46,160173.57,2331.65,365.8,12.07,-17.58,-2.01,-7.68,21.29,-2.01
2323,Rhonegletscher,B43-03,473,2023-09-08,13:44:00,2023-09-26,11:51:00,672709.81,159937.42,2271.99,17.92,0.08,-0.47,0.09,,9.65,1.9
2323,Rhonegletscher,B43-03,473,2023-09-08,13:44:00,2024-09-06,14:49:00,672709.81,159937.42,2271.99,364.05,1.7,-8.15,-2.88,-8.43,8.36,-2.89
2313,Rhonegletscher,B43-03,473,2023-09-08,10:29:00,2024-09-06,12:10:00,673521.11,163141.83,2763.78,364.07,-17.91,-42.57,-5.01,-2.94,46.33,-5.03
2313,Rhonegletscher,B43-03,473,2023-09-08,10:29:00,2023-10-17,09:16:00,673521.11,163141.83,2763.78,38.95,-1.94,-4.59,-0.41,,46.69,-3.82
2312,Rhonegletscher,B43-03,473,2023-09-08,10:00:00,2024-09-06,11:35:00,673496.84,163988.41,2827.54,364.07,12.11,-33.58,-3.65,-2.35,35.81,-3.66
2312,Rhonegletscher,B43-03,473,2023-09-08,10:00:00,2023-10-17,09:41:00,673496.84,163988.41,2827.54,38.99,1.24,-3.84,-0.42,,37.78,-3.92
2308,Rhonegletscher,B43-03,473,2023-09-08,14:13:00,2024-09-06,15:04:00,672680.68,159727.08,2243.31,364.04,0.81,-6.01,-3.26,-8.13,6.09,-3.27
2308,Rhonegletscher,B43-03,473,2023-09-08,14:13:00,2023-09-26,11:12:00,672680.68,159727.08,2243.31,17.87,0.07,-0.27,0.01,,5.69,0.16
2307,Rhonegletscher,B43-03,473,2023-09-08,13:21:00,2024-09-06,14:26:00,672652.45,160170.21,2316.93,364.05,9.56,-12.95,-1.97,-6.64,16.15,-1.98
2307,Rhonegletscher,B43-03,473,2023-09-08,13:21:00,2023-09-26,11:59:00,672652.45,160170.21,2316.93,17.94,0.6,-0.69,0.14,,18.61,2.83
2306,Rhonegletscher,B43-03,473,2023-09-08,12:53:00,2024-09-06,14:00:00,672416.18,160860.2,2438.12,364.05,2.19,-22.25,-0.29,-4.3,22.43,-0.29
2306,Rhonegletscher,B43-03,473,2023-09-08,12:53:00,2023-10-17,13:50:00,672416.18,160860.2,2438.12,39.04,0.18,-2.57,-0.06,,24.07,-0.52
2305,Rhonegletscher,B43-03,473,2023-09-08,11:55:00,2024-09-06,13:09:00,672520.18,161919.2,2581.76,364.05,-29.58,-38.88,-4.21,-4.08,49.02,-4.22
2305,Rhonegletscher,B43-03,473,2023-09-08,11:55:00,2023-10-17,08:33:00,672520.18,161919.2,2581.76,38.86,-3.28,-4.03,-0.94,,48.82,-8.8
2304,Rhonegletscher,B43-03,473,2023-09-08,10:51:00,2024-09-06,12:31:00,673362.12,162763.84,2729.32,364.07,-31.3,-39.65,-3.48,-2.61,50.68,-3.49
2304,Rhonegletscher,B43-03,473,2023-09-08,10:51:00,2023-10-17,12:45:00,673362.12,162763.84,2729.32,39.08,-3.29,-4.24,-0.41,,50.19,-3.81
2303,Rhonegletscher,B43-03,473,2023-09-08,09:37:00,2024-09-06,11:07:00,673098.35,164925.87,2913.36,364.06,8.01,-40.46,-4.67,-1.98,41.38,-4.69
2303,Rhonegletscher,B43-03,473,2023-09-08,09:37:00,2023-10-17,10:03:00,673098.35,164925.87,2913.36,39.02,0.74,-4.36,-0.52,,41.4,-4.86
2302,Rhonegletscher,B43-03,473,2023-09-08,09:00:00,2024-09-06,10:35:00,673407.0,165819.48,3071.4,364.07,-33.91,-43.65,-12.76,-1.84,55.45,-12.8
2302,Rhonegletscher,B43-03,473,2023-09-08,09:00:00,2023-10-17,10:35:00,673407.0,165819.48,3071.4,39.07,-3.55,-4.3,-1.46,,52.14,-13.65
2301,Rhonegletscher,B43-03,473,2023-09-08,07:47:00,2023-10-17,11:20:00,673815.02,166614.91,3228.76,39.15,-0.52,-1.64,-0.39,,16.07,-3.68
2202,Rhonegletscher,B43-03,473,2023-09-08,08:37:00,2024-09-06,10:06:00,673537.42,165924.42,3109.31,364.06,-32.45,-39.68,-12.92,-3.2,51.43,-12.96
2202,Rhonegletscher,B43-03,473,2023-09-08,08:37:00,2023-10-17,10:48:00,673537.42,165924.42,3109.31,39.09,-3.49,-4.14,-1.44,,50.6,-13.48
2308,Rhonegletscher,B43-03,473,2023-09-26,11:12:00,2023-10-17,14:29:00,672680.75,159726.81,2242.49,21.14,-0.02,-0.44,-0.62,,7.64,-10.64
2323,Rhonegletscher,B43-03,473,2023-09-26,11:51:00,2023-10-17,14:17:00,672709.89,159936.96,2271.23,21.1,0.19,-0.55,-0.49,,10.08,-8.52
2307,Rhonegletscher,B43-03,473,2023-09-26,11:59:00,2023-10-17,14:10:00,672653.05,160169.52,2316.24,21.09,0.6,-0.95,-0.5,,19.43,-8.68
2305,Rhonegletscher,B43-03,473,2023-10-17,08:33:00,2024-08-12,09:55:00,672516.91,161915.17,2580.27,300.06,-24.25,-31.99,-2.34,,48.87,-2.85
2313,Rhonegletscher,B43-03,473,2023-10-17,09:16:00,2024-09-06,12:10:00,673519.17,163137.25,2762.32,325.12,-15.97,-37.98,-4.6,,46.29,-5.17
2303,Rhonegletscher,B43-03,473,2023-10-17,10:03:00,2024-09-06,11:07:00,673099.09,164921.51,2912.18,325.04,7.28,-36.1,-4.15,,41.38,-4.67
2323,Rhonegletscher,B43-03,473,2023-10-17,14:17:00,2024-07-02,12:07:00,672710.08,159936.41,2269.89,258.91,1.05,-4.58,-0.08,,6.63,-0.11
2307,Rhonegletscher,B43-03,473,2023-10-17,14:10:00,2024-07-02,12:42:00,672653.66,160168.58,2314.85,258.94,6.19,-8.41,0.1,,14.73,0.14
2302,Rhonegletscher,B43-03,473,2023-10-17,10:35:00,2024-09-06,10:35:00,673403.45,165815.19,3068.99,325.0,-30.35,-39.35,-11.29,,55.85,-12.69
2306,Rhonegletscher,B43-03,473,2023-10-17,13:50:00,2024-07-02,10:00:00,672416.35,160857.64,2436.59,258.84,4.65,-14.64,11.91,,21.67,16.81
2304,Rhonegletscher,B43-03,473,2023-10-17,12:45:00,2024-09-06,12:31:00,673358.83,162759.6,2728.2,324.99,-28.01,-35.4,-3.07,,50.74,-3.45
2312,Rhonegletscher,B43-03,473,2023-10-17,09:41:00,2024-09-06,11:35:00,673498.07,163984.57,2826.35,325.08,10.88,-29.74,-3.24,,35.58,-3.63
2202,Rhonegletscher,B43-03,473,2023-10-17,10:48:00,2024-09-06,10:06:00,673533.93,165920.28,3106.76,324.97,-28.96,-35.54,-11.48,,51.53,-12.9
2308,Rhonegletscher,B43-03,473,2023-10-17,14:29:00,2024-07-02,13:04:00,672680.73,159726.36,2240.93,258.94,0.3,-4.55,0.3,,6.44,0.42
2323,Rhonegletscher,B43-03,473,2024-07-02,12:07:00,2024-08-12,08:01:00,672711.13,159931.83,2269.41,40.83,0.28,-1.47,-0.87,,13.4,-7.82
2307,Rhonegletscher,B43-03,473,2024-07-02,12:42:00,2024-08-12,08:11:00,672659.84,160160.17,2313.77,40.81,1.36,-1.83,-0.74,,20.41,-6.65
2308,Rhonegletscher,B43-03,473,2024-07-02,13:04:00,2024-08-12,07:50:00,672681.03,159721.81,2241.93,40.78,0.47,-0.3,-1.6,,5.02,-14.3
2306,Rhonegletscher,B43-03,473,2024-07-02,10:00:00,2024-08-12,08:46:00,672421.0,160843.0,2448.0,40.95,-2.63,-3.37,-11.48,,38.11,-102.43
2323,Rhonegletscher,B43-03,473,2024-08-12,08:01:00,2024-09-06,14:49:00,672711.41,159930.35,2265.31,25.28,0.1,-1.08,-1.53,,15.71,-22.1
2307,Rhonegletscher,B43-03,473,2024-08-12,08:11:00,2024-09-06,14:26:00,672661.21,160158.34,2310.1,25.26,0.8,-1.08,-0.97,,19.49,-13.98
2308,Rhonegletscher,B43-03,473,2024-08-12,07:50:00,2024-09-06,15:04:00,672681.51,159721.51,2236.61,25.3,-0.01,-0.45,-1.36,,6.51,-19.58
2305,Rhonegletscher,B43-03,473,2024-08-12,09:55:00,2024-09-06,13:09:00,672492.66,161883.18,2575.06,25.13,-2.05,-2.86,-0.94,,51.17,-13.6
2306,Rhonegletscher,B43-03,473,2024-08-12,08:46:00,2024-09-06,14:00:00,672418.37,160839.63,2433.44,25.22,-0.01,-1.68,-0.66,,24.38,-9.54
2406,Rhonegletscher,B43-03,473,2024-09-06,13:56:00,2025-09-04,11:36:00,672421.91,160859.15,2433.53,362.9,2.52,-19.54,-0.04,-4.05,19.83,-0.04
24RC2,Rhonegletscher,B43-03,473,2024-09-06,14:19:00,2025-09-04,11:54:00,672679.41,160285.65,2320.92,362.9,9.72,-11.48,-4.77,-8.69,15.14,-4.8
24RC1,Rhonegletscher,B43-03,473,2024-09-06,13:26:00,2025-09-04,10:44:00,672536.43,161925.82,2579.57,362.89,-29.22,-37.04,-3.49,3.18,47.49,-3.51
2423,Rhonegletscher,B43-03,473,2024-09-06,14:46:00,2025-09-04,12:32:00,672702.43,159941.11,2263.95,362.91,1.74,-6.05,-2.34,-9.02,6.34,-2.35
2413,Rhonegletscher,B43-03,473,2024-09-06,12:07:00,2025-09-04,09:47:00,673520.29,163145.35,2761.47,362.9,-17.04,-40.69,-4.35,-2.0,44.39,-4.38
2412,Rhonegletscher,B43-03,473,2024-09-06,11:37:00,2025-09-04,09:20:00,673496.15,163991.48,2825.34,362.9,11.65,-32.07,-3.19,-2.62,34.35,-3.21
2408,Rhonegletscher,B43-03,473,2024-09-06,15:02:00,2025-09-04,12:49:00,672679.97,159724.02,2234.39,362.91,0.6,-5.4,-3.66,-9.98,5.47,-3.68
2407,Rhonegletscher,B43-03,473,2024-09-06,14:31:00,2025-09-04,12:12:00,672656.36,160175.32,2310.02,362.91,7.92,-11.04,-1.6,-7.13,13.67,-1.61
2405,Rhonegletscher,B43-03,473,2024-09-06,13:16:00,2025-09-04,10:45:00,672519.05,161920.22,2577.96,362.9,-28.29,-37.2,-3.52,-3.36,47.04,-3.54
2404,Rhonegletscher,B43-03,473,2024-09-06,12:27:00,2025-09-04,10:02:00,673358.82,162758.73,2726.34,362.9,-30.27,-38.11,-2.68,-3.02,48.99,-2.69
2303,Rhonegletscher,B43-03,473,2024-09-06,11:07:00,2025-09-04,08:58:00,673106.36,164885.41,2908.47,362.91,8.91,-38.53,-3.97,,39.8,-3.99
2402,Rhonegletscher,B43-03,473,2024-09-06,10:21:00,2025-09-04,08:12:00,673544.04,165934.22,3108.7,362.91,-30.77,-38.23,-11.93,-0.02,49.39,-12.01
2401,Rhonegletscher,B43-03,473,2024-09-06,09:10:00,2025-09-04,07:20:00,673814.94,166614.91,3228.16,362.92,-4.46,-16.93,-3.73,0.05,17.62,-3.75
89121,Schwarzberggletscher,B52-24,395,1989-10-02,12:00:00,1990-09-28,12:00:00,637922.33,94774.18,3073.13,361.0,4.95,13.89,-6.71,,14.92,-6.79
89122,Schwarzberggletscher,B52-24,395,1989-10-02,12:00:00,1990-09-28,12:00:00,638321.74,96218.38,2886.97,361.0,10.92,22.27,-5.6,-2.18,25.1,-5.67
90122,Schwarzberggletscher,B52-24,395,1990-09-28,12:00:00,1991-10-03,12:00:00,638322.32,96218.0,2884.79,370.0,9.27,18.98,-5.09,-1.45,20.85,-5.02
91122,Schwarzberggletscher,B52-24,395,1991-10-03,12:00:00,1992-09-25,12:00:00,638318.47,96221.08,2883.34,358.0,8.6,17.25,-3.68,-0.75,19.66,-3.75
91123,Schwarzberggletscher,B52-24,395,1991-10-03,12:00:00,1992-09-25,12:00:00,638523.94,96731.62,2811.3,358.0,9.82,15.49,-3.99,-1.23,18.71,-4.07
92123,Schwarzberggletscher,B52-24,395,1992-09-25,12:00:00,1994-10-27,12:00:00,638530.95,96733.21,2810.07,762.0,19.95,31.27,-3.36,-1.08,17.78,-1.61
92122,Schwarzberggletscher,B52-24,395,1992-09-25,12:00:00,1994-10-27,12:00:00,638321.12,96219.03,2882.59,762.0,17.35,34.68,-3.16,-1.27,18.59,-1.51
94123,Schwarzberggletscher,B52-24,395,1994-10-27,12:00:00,1995-09-20,12:00:00,638534.15,96733.69,2808.98,328.0,8.24,12.41,-1.84,1.17,16.59,-2.05
94122,Schwarzberggletscher,B52-24,395,1994-10-27,12:00:00,1995-09-20,12:00:00,638320.21,96219.99,2881.33,328.0,7.06,13.82,-1.28,0.1,17.28,-1.43
92122,Schwarzberggletscher,B52-24,395,1994-10-27,12:00:00,1995-09-20,12:00:00,638338.47,96253.7,2876.32,328.0,6.77,13.6,-1.22,0.1,16.92,-1.36
95123,Schwarzberggletscher,B52-24,395,1995-09-20,12:00:00,1996-10-09,12:00:00,638523.43,96731.54,2810.16,385.0,8.99,13.74,-1.48,-0.29,15.58,-1.4
94123,Schwarzberggletscher,B52-24,395,1995-09-20,12:00:00,1996-10-09,12:00:00,638542.4,96746.1,2806.07,385.0,8.86,13.23,-1.09,-0.29,15.1,-1.03
95122,Schwarzberggletscher,B52-24,395,1995-09-20,12:00:00,1996-10-09,12:00:00,638318.25,96220.8,2881.43,385.0,7.83,15.66,-1.43,-0.52,16.61,-1.36
94122,Schwarzberggletscher,B52-24,395,1995-09-20,12:00:00,1996-10-09,12:00:00,638327.27,96233.82,2879.2,385.0,7.73,15.63,-0.47,-0.52,16.55,-0.45
96123,Schwarzberggletscher,B52-24,395,1996-10-09,12:00:00,1997-09-25,12:00:00,638523.22,96731.65,2809.87,351.0,8.27,12.76,-1.72,-0.95,15.82,-1.79
96122,Schwarzberggletscher,B52-24,395,1996-10-09,12:00:00,1997-09-25,12:00:00,638319.07,96220.46,2880.91,351.0,7.44,15.11,-1.34,-0.41,17.53,-1.4
96122,Schwarzberggletscher,B52-24,395,1997-09-25,12:00:00,1998-09-23,12:00:00,638326.51,96235.57,2877.72,363.0,4.75,15.49,-1.36,-2.22,16.31,-1.37
97123,Schwarzberggletscher,B52-24,395,1997-09-25,12:00:00,1998-09-23,12:00:00,638523.4,96730.99,2808.92,363.0,8.05,15.13,-1.76,-1.55,17.25,-1.77
98120,Schwarzberggletscher,B52-24,395,1998-09-23,12:00:00,1999-09-14,12:00:00,638321.29,96218.78,2878.27,356.0,6.08,12.93,-1.82,-4.41,14.66,-1.87
98123,Schwarzberggletscher,B52-24,395,1998-09-23,12:00:00,1999-09-14,12:00:00,638524.04,96729.77,2807.37,356.0,7.1,10.97,-2.05,-4.61,13.4,-2.11
00123,Schwarzberggletscher,B52-24,395,2001-09-13,12:00:00,2002-09-17,12:00:00,638532.94,96735.8,2801.47,369.0,-7.82,-6.39,-1.78,-1.13,9.99,-1.76
00120,Schwarzberggletscher,B52-24,395,2001-09-13,12:00:00,2002-09-17,12:00:00,638325.69,96228.02,2872.72,369.0,-6.01,-8.95,-1.4,-0.75,10.67,-1.38
03120,Schwarzberggletscher,B52-24,395,2003-09-17,12:00:00,2004-09-17,12:00:00,638319.75,96219.93,2871.15,366.0,5.1,10.81,-3.26,-1.3,11.93,-3.26
03123,Schwarzberggletscher,B52-24,395,2003-09-17,12:00:00,2004-09-17,12:00:00,638524.59,96729.84,2798.94,366.0,5.7,8.69,-3.77,-1.82,10.37,-3.76
04120,Schwarzberggletscher,B52-24,395,2004-09-17,12:00:00,2005-09-14,12:00:00,638320.8,96218.87,2869.85,362.0,5.67,10.08,-1.06,-2.43,11.67,-1.06
04123,Schwarzberggletscher,B52-24,395,2004-09-17,12:00:00,2005-09-14,12:00:00,638527.17,96729.67,2797.12,362.0,5.25,8.3,-0.67,-2.88,9.91,-0.68
05120,Schwarzberggletscher,B52-24,395,2005-09-14,12:00:00,2006-09-13,12:00:00,638322.31,96216.23,2867.42,364.0,3.25,9.88,-0.59,-2.65,10.44,-0.6
05123,Schwarzberggletscher,B52-24,395,2005-09-14,12:00:00,2006-09-13,12:00:00,638526.41,96731.69,2794.24,364.0,5.2,7.53,-0.94,-2.45,9.18,-0.95
06123,Schwarzberggletscher,B52-24,395,2006-09-13,12:00:00,2007-09-21,12:00:00,638523.7,96731.1,2791.78,373.0,5.44,6.69,-0.5,-2.54,8.44,-0.49
06120,Schwarzberggletscher,B52-24,395,2006-09-13,12:00:00,2007-09-21,12:00:00,638319.98,96220.02,2864.77,373.0,4.34,9.3,-0.2,-2.27,10.05,-0.2
07123,Schwarzberggletscher,B52-24,395,2007-09-21,12:00:00,2008-09-16,12:00:00,638524.26,96731.83,2789.25,361.0,4.42,6.34,-1.16,-1.41,7.82,-1.18
07120,Schwarzberggletscher,B52-24,395,2007-09-21,12:00:00,2008-09-16,12:00:00,638320.09,96224.01,2862.5,361.0,3.89,8.12,-0.07,-1.22,9.11,-0.07
08120,Schwarzberggletscher,B52-24,395,2008-09-16,12:00:00,2009-09-22,12:00:00,638318.42,96216.43,2861.28,371.0,3.75,8.08,-0.59,-1.6,8.77,-0.58
08123,Schwarzberggletscher,B52-24,395,2008-09-16,12:00:00,2009-09-22,12:00:00,638520.04,96726.37,2787.84,371.0,4.04,6.0,-0.51,-2.47,7.12,-0.5
09123,Schwarzberggletscher,B52-24,395,2009-09-22,12:00:00,2010-09-13,11:55:00,638521.79,96729.94,2785.37,356.0,4.01,5.57,-0.94,-2.38,7.04,-0.96
09120,Schwarzberggletscher,B52-24,395,2009-09-22,12:00:00,2010-09-13,11:15:00,638320.14,96218.83,2859.67,356.0,3.76,7.22,-0.62,-1.86,8.35,-0.64
10123,Schwarzberggletscher,B52-24,395,2010-09-13,11:59:00,2011-09-06,11:15:00,638520.0,96728.74,2782.99,358.0,4.27,5.03,-0.23,-3.3,6.73,-0.23
10120,Schwarzberggletscher,B52-24,395,2010-09-13,11:20:00,2011-09-06,10:35:00,638321.3,96218.31,2857.82,358.0,3.48,7.2,-0.12,-1.64,8.16,-0.12
10124,Schwarzberggletscher,B52-24,395,2010-09-13,10:40:00,2011-09-06,10:10:00,638062.06,95212.49,2984.7,358.0,1.2,7.38,0.58,-0.2,7.63,0.59
11124,Schwarzberggletscher,B52-24,395,2011-09-06,10:25:00,2012-10-05,09:30:00,638062.65,95207.52,2984.5,395.0,0.59,8.14,0.24,-2.72,7.55,0.22
11120,Schwarzberggletscher,B52-24,395,2011-09-06,11:00:00,2012-10-05,10:20:00,638320.88,96220.06,2856.17,395.0,3.25,7.88,-1.04,-2.87,7.88,-0.96
11123,Schwarzberggletscher,B52-24,395,2011-09-06,11:30:00,2012-10-05,10:50:00,638524.42,96730.42,2779.69,395.0,3.65,5.71,-1.36,-3.04,6.27,-1.26
12120,Schwarzberggletscher,B52-24,395,2012-10-05,10:25:00,2013-08-29,10:50:00,638320.25,96219.69,2853.3,328.0,2.72,5.28,-0.49,-0.78,6.61,-0.55
12123,Schwarzberggletscher,B52-24,395,2012-10-05,10:55:00,2013-08-29,11:05:00,638522.94,96730.86,2776.65,328.0,2.14,3.83,-0.11,-1.49,4.89,-0.12
12120,Schwarzberggletscher,B52-24,395,2013-08-29,10:50:00,2014-09-02,11:00:00,638322.97,96224.96,2851.7,369.0,2.89,6.09,-0.19,-0.89,6.67,-0.19
122A,Schwarzberggletscher,B52-24,395,2013-08-29,10:30:00,2014-09-02,10:30:00,638349.11,95329.48,2971.39,369.0,0.63,5.15,0.93,0.01,5.14,0.92
13124,Schwarzberggletscher,B52-24,395,2013-08-29,10:00:00,2014-09-02,10:12:00,638061.09,95211.21,2982.22,369.0,0.31,7.55,0.24,-0.46,7.48,0.24
12123,Schwarzberggletscher,B52-24,395,2013-08-29,11:05:00,2014-09-02,11:45:00,638525.08,96734.69,2774.75,369.0,3.81,4.04,-0.94,-2.47,5.5,-0.93
14123,Schwarzberggletscher,B52-24,395,2014-09-02,11:48:00,2015-09-21,10:55:00,638525.57,96730.87,2772.68,384.0,3.58,4.27,-0.5,-3.09,5.3,-0.48
14120,Schwarzberggletscher,B52-24,395,2014-09-02,11:03:00,2015-09-21,10:35:00,638320.64,96219.94,2851.63,384.0,3.18,6.18,-0.5,-2.38,6.61,-0.48
12124,Schwarzberggletscher,B52-24,395,2014-09-02,10:10:00,2015-09-21,09:32:00,638063.22,95225.47,2981.51,384.0,1.23,8.01,0.27,,7.71,0.26
15123,Schwarzberggletscher,B52-24,395,2015-09-21,10:50:00,2016-08-22,10:55:00,638524.32,96730.89,2769.59,336.0,2.68,3.18,0.43,-1.73,4.52,0.47
15124,Schwarzberggletscher,B52-24,395,2015-09-21,09:30:00,2016-08-22,09:05:00,638061.62,95212.15,2980.89,336.0,1.1,6.95,1.91,0.43,7.65,2.08
15120,Schwarzberggletscher,B52-24,395,2015-09-21,10:30:00,2016-08-22,10:15:00,638318.92,96220.7,2849.25,336.0,2.43,5.16,1.09,-0.68,6.2,1.18
16120,Schwarzberggletscher,B52-24,395,2016-08-22,10:20:00,2017-08-21,11:30:00,638320.51,96218.99,2848.57,364.0,3.24,5.24,0.43,-2.12,6.18,0.43
125,Schwarzberggletscher,B52-24,395,2016-08-22,09:30:00,2018-09-06,09:30:00,638026.17,95030.95,2994.51,745.0,-1.42,12.01,-2.59,,5.93,-1.27
17120,Schwarzberggletscher,B52-24,395,2017-08-21,11:29:00,2018-09-06,09:36:00,638320.89,96220.1,2846.32,380.9,2.53,5.25,-0.44,-2.59,5.59,-0.42
17124,Schwarzberggletscher,B52-24,395,2017-08-21,11:08:00,2018-09-06,08:36:00,638065.84,95201.85,2980.69,380.9,0.68,7.64,0.39,-1.38,7.36,0.37
17123,Schwarzberggletscher,B52-24,395,2017-08-21,11:42:00,2018-09-06,09:55:00,638525.61,96730.64,2764.69,380.9,2.71,3.19,-0.67,-3.61,4.01,-0.64
18124,Schwarzberggletscher,B52-24,395,2018-09-06,08:39:00,2019-08-30,08:53:00,638061.22,95211.93,2978.84,358.0,0.7,6.66,0.35,-0.71,6.83,0.36
18123,Schwarzberggletscher,B52-24,395,2018-09-06,09:57:00,2019-08-30,10:29:00,638523.89,96728.65,2761.51,358.0,2.35,2.9,-0.46,-2.74,3.81,-0.47
18120,Schwarzberggletscher,B52-24,395,2018-09-06,09:38:00,2019-08-30,10:00:00,638319.17,96220.34,2843.85,358.0,2.39,5.04,-0.01,-2.0,5.69,-0.01
125,Schwarzberggletscher,B52-24,395,2018-09-06,08:52:00,2019-08-30,08:52:00,638024.75,95042.96,2991.92,358.0,-1.1,3.99,-1.8,,4.22,-1.84
19120,Schwarzberggletscher,B52-24,395,2019-08-30,10:02:00,2020-09-04,10:22:00,638319.15,96219.39,2842.17,371.0,2.38,4.91,-0.17,-1.66,5.37,-0.17
125,Schwarzberggletscher,B52-24,395,2019-08-30,09:15:00,2020-09-04,09:15:00,638023.65,95046.94,2990.12,371.0,0.44,6.52,-0.48,,6.43,-0.47
18124,Schwarzberggletscher,B52-24,395,2019-08-30,08:53:00,2020-09-04,09:25:00,638061.92,95218.6,2977.69,371.0,0.52,7.06,0.39,,6.97,0.38
19124,Schwarzberggletscher,B52-24,395,2019-08-30,08:58:00,2020-09-04,09:24:00,638061.0,95211.34,2978.15,371.0,0.57,7.12,0.43,-0.21,7.03,0.42
19123,Schwarzberggletscher,B52-24,395,2019-08-30,10:32:00,2020-09-04,10:45:00,638524.72,96726.24,2759.15,371.0,2.27,2.71,-0.42,-2.99,3.48,-0.41
20124,Schwarzberggletscher,B52-24,395,2020-09-04,09:31:00,2021-09-02,08:39:00,638061.65,95211.19,2977.76,363.0,0.5,6.87,0.31,-1.33,6.93,0.31
20123,Schwarzberggletscher,B52-24,395,2020-09-04,10:46:00,2021-09-02,09:53:00,638525.32,96728.23,2755.65,363.0,1.89,2.28,-0.33,-2.98,2.98,-0.33
20120,Schwarzberggletscher,B52-24,395,2020-09-04,10:23:00,2021-09-02,09:31:00,638318.95,96219.67,2840.48,363.0,2.23,4.59,-0.06,-1.73,5.13,-0.06
125,Schwarzberggletscher,B52-24,395,2020-09-04,09:43:00,2021-09-02,09:43:00,638024.09,95053.46,2989.65,363.0,0.17,5.67,-0.93,,5.71,-0.94
19124,Schwarzberggletscher,B52-24,395,2020-09-04,09:24:00,2021-09-02,08:38:00,638061.57,95218.45,2977.3,363.0,0.65,6.8,0.28,,6.87,0.28
21123,Schwarzberggletscher,B52-24,395,2021-09-02,09:55:00,2022-09-06,10:25:00,638523.74,96731.05,2752.57,369.0,3.09,3.18,-0.41,-5.93,4.39,-0.41
21120,Schwarzberggletscher,B52-24,395,2021-09-02,09:33:00,2022-09-06,09:55:00,638319.23,96220.03,2838.6,369.0,3.24,6.14,-2.24,-5.58,6.87,-2.22
125,Schwarzberggletscher,B52-24,395,2021-09-02,08:55:00,2022-09-06,08:59:00,638024.27,95059.13,2988.72,369.0,7.1,4.04,-4.76,,8.09,-4.71
21124,Schwarzberggletscher,B52-24,395,2021-09-02,08:41:00,2022-09-06,08:40:00,638063.89,95212.51,2976.58,369.0,-0.08,8.54,0.34,-4.36,8.45,0.34
22124,Schwarzberggletscher,B52-24,395,2022-09-06,08:37:00,2023-09-05,08:52:00,638061.24,95214.04,2972.34,364.01,0.18,5.41,0.29,-2.4,5.43,0.29
22123,Schwarzberggletscher,B52-24,395,2022-09-06,10:20:00,2023-09-05,10:23:00,638523.37,96730.08,2746.88,364.0,1.01,1.13,-0.18,-4.57,1.52,-0.18
22120,Schwarzberggletscher,B52-24,395,2022-09-06,09:58:00,2023-09-05,09:58:00,638318.55,96220.59,2833.4,364.0,1.75,3.18,-0.38,-3.85,3.64,-0.39
125,Schwarzberggletscher,B52-24,395,2022-09-06,08:59:00,2023-09-05,09:18:00,638031.37,95063.16,2983.96,364.01,2.88,9.4,-2.99,,9.87,-3.0
23120,Schwarzberggletscher,B52-24,395,2023-09-05,10:02:00,2024-08-30,10:46:00,638321.1,96217.93,2829.67,360.03,1.4,2.73,-0.13,-2.48,3.11,-0.13
